run_number,arrivals,mean_wait_time,mean_time_with_doctor,mean_utilisation_tw,mean_queue_length,mean_time_in_system,mean_patients_in_system,unseen_count,unseen_wait_time,scenario,interarrival_time,number_of_doctors
0,2533,0.15935830930608166,9.77549875414428,0.30707264382241567,0.0200225494777929,9.929153673306985,1.2483131247674557,0,,13,8,4
1,2503,0.2345142355201227,10.078239959307828,0.3130040575486895,0.029116524380300948,10.312754194827944,1.281132754575059,0,,13,8,4
2,2553,0.2050460366845386,10.11768063965305,0.3202118941218974,0.02596639541942595,10.324700286253679,1.3068139719070155,0,,13,8,4
3,2484,0.33306411561283894,10.406374049126704,0.32092413080330345,0.04103825710229622,10.739561961245064,1.32473478031551,0,,13,8,4
4,2570,0.1211600253225322,9.673279997161925,0.30870368253208935,0.015445499259866456,9.785321412351923,1.2502602293882237,0,,13,8,4
5,2533,0.16972380720352784,9.972556192999116,0.3132007739312183,0.021324920815800397,10.136596075742855,1.2741280165406736,0,,13,8,4
6,2560,0.1599650070003527,9.824118557655524,0.312111657877718,0.02031301676194955,9.98408356465591,1.2687596482728214,0,,13,8,4
7,2438,0.12958351411974045,9.902158480519667,0.29919769066068075,0.015670863463488453,10.028064776931904,1.2124616261062113,0,,13,8,4
8,2549,0.1590281114002594,10.050752929729585,0.3176368867224324,0.020107274601153833,10.206198047200811,1.2906548214908833,0,,13,8,4
9,2474,0.1024680892121209,9.885712587001942,0.30345213101771773,0.012574704995574757,9.978689989756361,1.2263832290664456,0,,13,8,4
10,2629,0.1216012515940359,10.146034439082257,0.33065416004392123,0.01585762353376589,10.269582201921779,1.3384742637094509,0,,13,8,4
11,2500,0.20848477512612154,9.808552366609344,0.304870880436722,0.0258537667567115,10.011138884288476,1.2453372885035996,0,,13,8,4
12,2466,0.21913622695872867,10.212611508171111,0.3118012737657759,0.026805056333344488,10.422340221271774,1.274010151396448,0,,13,8,4
13,2559,0.18129828005631257,9.82735033248483,0.3121061638191924,0.023013010846433726,10.001107103281763,1.2714376661232032,0,,13,8,4
14,2510,0.1188794990692679,10.013158773350714,0.3115459264956546,0.014800969378167777,10.12419550791946,1.2609846753607863,0,,13,8,4
0,2533,0.028838966342353837,9.77549875414428,0.24565811505793256,0.003623467348471343,9.798427894055456,1.231914042638134,0,,14,8,5
1,2503,0.03445540701123543,10.078239959307828,0.2504032460389516,0.0042778712177143985,10.112695366319056,1.2562941014124724,0,,14,8,5
2,2553,0.03960757694754413,10.11768063965305,0.2561728422775048,0.005015780949755961,10.157266562878032,1.2858799923372801,0,,14,8,5
3,2484,0.06363435876854762,10.406374049126704,0.2567393046426428,0.007840662062553188,10.470023694631607,1.291537185275767,0,,14,8,5
4,2570,0.02370897204589016,9.673279997161925,0.2469777305040315,0.0030224235197389743,9.688299225484316,1.2379110760398964,0,,14,8,5
5,2533,0.020118800181082024,9.972556192999116,0.25056061914497463,0.0025278234552917047,9.986872850619244,1.2553309191801647,0,,14,8,5
6,2560,0.023100658767226178,9.824118557655524,0.2496893263021744,0.0029334169863144354,9.847219216422783,1.2513800484971864,0,,14,8,5
7,2438,0.0206679991631277,9.902158480519667,0.2393581525285446,0.0024994336289536376,9.91910456951942,1.1992901962716767,0,,14,8,5
8,2549,0.021208105153184408,10.050752929729585,0.2541095093779459,0.002681520835092612,10.068269819511846,1.2732290677248221,0,,14,8,5
9,2474,0.02238254120260147,9.885712587001942,0.2427617048141742,0.002746746375755756,9.898539647614149,1.2165552704466267,0,,14,8,5
10,2629,0.015547434528853654,10.146034439082257,0.264523328035137,0.0020274903460494177,10.163447643465606,1.3246441305217345,0,,14,8,5
11,2500,0.04498778537100079,9.808552366609344,0.2438967043493776,0.005578842431919741,9.847576469567468,1.2250623641788077,0,,14,8,5
12,2466,0.046261410677922575,10.212611508171111,0.2494410190126207,0.005658761841853029,10.249254838832282,1.2528638569049566,0,,14,8,5
13,2559,0.03426111941066404,9.82735033248483,0.24968493105535391,0.004348918877573873,9.854012461337971,1.2527735741543435,0,,14,8,5
14,2510,0.02003937402811402,10.013158773350714,0.2492367411965237,0.002494981587825704,10.025276563001878,1.248678687570444,0,,14,8,5
